name,gender,birthyear,hpi,group
Oliver Cromwell,M,1599,83.79165837405158,24
Christiaan Huygens,M,1629,83.78792683637708,25
Pol Pot,M,1925,83.78698846305785,28
Henry III of France,M,1551,83.78456660964142,24
Marquis de Sade,M,1740,83.78368025769173,26
Plotinus,M,203,83.77224390001297,11
James Stewart,M,1908,83.75465267940528,28
Ho Chi Minh,M,1890,83.75322599173583,27
Zeno of Elea,M,-490,83.72928589034038,4
Al-Biruni,M,973,83.72745894279106,18
Demosthenes,M,-384,83.72255227327862,5
Hayreddin Barbarossa,M,1478,83.71918228346729,23
Batu Khan,M,1207,83.70658294058688,21
Archduke Franz Ferdinand of Austria,M,1863,83.70610904998067,27
Antonie van Leeuwenhoek,M,1632,83.68726990546455,25
Brutus the Younger,M,-85,83.68684475186733,8
Pope Julius II,M,1443,83.68444709774731,23
Giorgio Vasari,M,1511,83.68198765439334,24
Jorge Luis Borges,M,1899,83.68165873701673,27
Muhammad al-Bukhari,M,810,83.67936177219184,17
Ruhollah Khomeini,M,1902,83.6785866413666,28
Virginia Woolf,F,1882,83.67615366177394,27
Pope Urban II,M,1042,83.67240792712292,19
Guy de Maupassant,M,1850,83.6720589575412,27
Abraham Maslow,M,1908,83.65157783637102,28
Milan Kundera,M,1929,83.64683887710599,28
René Magritte,M,1898,83.64657379698677,27
Jonathan Swift,M,1667,83.6448170523003,25
Cyrus the Great,M,-600,83.61738782192195,3
Joanna of Castile,F,1479,83.61738051541249,23
Knut Hamsun,M,1859,83.61389024842097,27
Lucrezia Borgia,F,1480,83.6135553173309,23
Johan Cruyff,M,1947,83.61309905573913,28
Pope Pius XI,M,1857,83.6119165292993,27
James Joyce,M,1882,83.60691083568565,27
Mohammad Reza Pahlavi,M,1919,83.60043500153469,28
Hildegard of Bingen,F,1098,83.59768692878662,19
Federico Fellini,M,1920,83.58936955451182,28
John Stuart Mill,M,1806,83.58574416353723,27
Mustafa I,M,1591,83.58521325957842,24
Leonidas I,M,-540,83.58309714821108,3
Alfred Adler,M,1870,83.56926166556984,27
Johann Strauss II,M,1825,83.54226413312746,27
Giuseppe Arcimboldo,M,1526,83.54103624566939,24
Richard Burton,M,1925,83.5366131916436,28
Octave Mirbeau,M,1848,83.53036266235412,27
Titus,M,41,83.51736803650267,9
Robert Frost,M,1874,83.51035970702358,27
Catherine of Aragon,F,1485,83.49823171623572,23
Reinhard Heydrich,M,1904,83.48720622216915,28
John D. Rockefeller,M,1839,83.4864395644194,27
Akihito,M,1933,83.48608472783339,28
Fatimah,F,604,83.48396283866433,15
George W. Bush,M,1946,83.4825662203617,28
Murad II,M,1404,83.47730605728458,23
Filippo Brunelleschi,M,1377,83.47331488058282,22
Mehmed IV,M,1642,83.46540195387857,25
Pope Pius IX,M,1792,83.46003741157992,26
John Forbes Nash Jr.,M,1928,83.44482934597225,28
Maximilien Robespierre,M,1758,83.43556699753573,26
Sophia Loren,F,1934,83.42269141486064,28
Xenophon,M,-430,83.40792508783713,4
Erich Fromm,M,1900,83.40564764301014,28
Klemens von Metternich,M,1773,83.40437791644025,26
Harry S. Truman,M,1884,83.40019683527619,27
Jackie Chan,M,1954,83.39694320579338,28
John Amos Comenius,M,1592,83.39409706681505,24
Septimius Severus,M,145,83.37727820658228,10
Judy Garland,F,1922,83.3772695320488,28
"William I, German Emperor",M,1797,83.37160833684625,26
Rollo,M,846,83.33770021072144,17
Georg Ohm,M,1789,83.33171352368367,26
Saint Barbara,F,300,83.33166062441262,12
Henry II of France,M,1519,83.32330778703512,24
Pierre-Simon Laplace,M,1749,83.32294439438988,26
Abu Hanifa,M,698,83.32134293086226,15
"Charles, Prince of Wales",M,1948,83.31060611236632,28
Björn Ironside,M,800,83.30236136519713,17
Pope Gregory XIII,M,1502,83.30052037662193,24
Gavrilo Princip,M,1894,83.26813521398991,27
Gamal Abdel Nasser,M,1918,83.26408481302319,28
Pope Gregory VII,M,1020,83.26369619224528,19
Alexander I of Russia,M,1777,83.2622964915296,26
Dwight D. Eisenhower,M,1890,83.26173911907232,27
George Bernard Shaw,M,1856,83.254797915102,27
Rodrigo Duterte,M,1945,83.25030452277763,28
Mikhail Bakunin,M,1814,83.24604784260123,27
David Ben-Gurion,M,1886,83.2458001022338,27
David Ricardo,M,1772,83.22979398130046,26
Ibrahim of the Ottoman Empire,M,1615,83.22914227869191,25
Al Gore,M,1948,83.21451810662971,28
Erwin Schrödinger,M,1887,83.19525679297979,27
François Rabelais,M,1494,83.19487490864219,23
"Charles VI, Holy Roman Emperor",M,1685,83.18882755402547,25
Anthony the Great,M,251,83.18197216112556,11
Lucretius,M,-94,83.17126277217342,8
Joan Miró,M,1893,83.17006780751781,27
Alexander von Humboldt,M,1769,83.16232236771646,26
Masaccio,M,1401,83.1598796522451,23
Puyi,M,1906,83.15422199334506,28
"Frederick II, Holy Roman Emperor",M,1194,83.15355982807304,20
Louis Philippe I,M,1773,83.14621799755433,26
Empress Joséphine,F,1763,83.14469639771733,26
Ferenc Puskás,M,1927,83.12627891921282,28
Domitian,M,51,83.11828639416429,9
Ferdinand de Saussure,M,1857,83.11504688818006,27
Francis II of France,M,1544,83.1108028693968,24
Astrid Lindgren,F,1907,83.1050367223341,28
Eva Braun,F,1912,83.1049256611143,28
Jean-Baptiste Lamarck,M,1744,83.09210800715977,26
Khalid ibn al-Walid,M,592,83.09171389252114,14
Edward VI of England,M,1537,83.08638767264767,24
Khadija bint Khuwaylid,F,556,83.05688102459725,14
Bud Spencer,M,1929,83.0520400024853,28
Harun al-Rashid,M,766,83.04840654696288,16
Sarah Bernhardt,F,1844,83.047908810484,27
Toni Morrison,F,1931,83.04614020341396,28
Artemisia Gentileschi,F,1593,83.04363117812535,24
Luke the Evangelist,M,31,83.04065414988571,9
George VI,M,1895,83.03891651730228,27
Daniel,M,-690,83.0381661122923,2
Yul Brynner,M,1920,83.03286607423858,28
Josephus,M,37,83.03027594807062,9
Marcel Duchamp,M,1887,83.02515096058542,27
Noam Chomsky,M,1928,83.0128350216026,28
Hans Christian Ørsted,M,1777,83.00503243473013,26
Empedocles,M,-490,83.00165606227775,4
Heraclius,M,575,82.99843205223472,14
Tintoretto,M,1518,82.99319590054722,24
Louis IX of France,M,1214,82.98949202196877,21
George H. W. Bush,M,1924,82.98742450084293,28
"Princess Margaret, Countess of Snowdon",F,1930,82.9757820525343,28
Dmitri Shostakovich,M,1906,82.97131712454453,28
Osman II,M,1604,82.97100281731558,25
Muawiyah I,M,603,82.97071427427665,15
Huldrych Zwingli,M,1484,82.96102738444584,23
Antonio Salieri,M,1750,82.95697972189836,26
L. L. Zamenhof,M,1859,82.95211106120833,27
Anwar Sadat,M,1918,82.93797537513989,28
John Chrysostom,M,349,82.93305700527179,12
Hugo Grotius,M,1583,82.92284979934604,24
Heinrich Hertz,M,1857,82.922276261873,27
Maimonides,M,1138,82.91895996230716,20
Pope Leo XIII,M,1810,82.91621584147748,27
Garrincha,M,1933,82.90301789772529,28
Frederick the Great,M,1712,82.89471062888676,26
Silvio Berlusconi,M,1936,82.8910337930671,28
Gustave Courbet,M,1819,82.88165148532558,27
Danny DeVito,M,1944,82.87444235451562,28
Charles Bukowski,M,1920,82.8724427186079,28
Pliny the Elder,M,23,82.87167260258573,9
Martin of Tours,M,316,82.86974059757922,12
Pope Paul VI,M,1897,82.86969494972558,27
Pope Innocent III,M,1160,82.86795233225742,20
Heinrich Heine,M,1797,82.8663504748027,26
Anaximander,M,-610,82.86542619349339,2
Odoacer,M,433,82.86371299697754,13
Cato the Elder,M,-243,82.86202469630483,6
Margaret the Virgin,F,292,82.85317303469773,11
Sergei Prokofiev,M,1891,82.84513772781237,27
Slobodan Milošević,M,1941,82.84078609537721,28
Peter Abelard,M,1079,82.84074308035055,19
José Saramago,M,1922,82.82940678972956,28
Jude the Apostle,M,15,82.82799883105017,9
Nicolas Poussin,M,1594,82.82135345876534,24
Henry VII of England,M,1457,82.81841672737102,23
Kofi Annan,M,1938,82.81710492173652,28
Catherine I of Russia,F,1684,82.81494003158527,25
Theodor Herzl,M,1860,82.81469145164654,27
Rudolf Hess,M,1894,82.8106063992229,27
Mary Shelley,F,1797,82.79635348260942,26
Paul McCartney,M,1942,82.78891987670242,28
Akbar,M,1542,82.78720960970747,24
Juan Carlos I of Spain,M,1938,82.78521085770824,28
Henri de Toulouse-Lautrec,M,1864,82.78291332883319,27
Cao Cao,M,155,82.78026266343868,10
Charles X of France,M,1757,82.77756227865167,26
Helen Keller,F,1880,82.77239485745567,27
Napoleon II,M,1811,82.76924071231205,27
Emperor Meiji,M,1852,82.76738437257879,27
Philip the Apostle,M,5,82.76460217337156,9
Woody Allen,M,1935,82.76433870590913,28
William the Silent,M,1533,82.74704083734807,24
Jacques Offenbach,M,1819,82.74102986615893,27
Johann Gottlieb Fichte,M,1762,82.73376157754804,26
Ezekiel,M,-621,82.72075921848386,2
Robin Williams,M,1951,82.7055745483029,28
Pope Pius X,M,1835,82.70224044459364,27
Pope Paul III,M,1468,82.69677365413368,23
Stephen King,M,1947,82.6963449216529,28
Empress Dowager Cixi,F,1835,82.69560374037071,27
James VI and I,M,1566,82.68880066945897,24
Scipio Africanus,M,-235,82.68598264308967,6
Christoph Willibald Gluck,M,1714,82.68136131052154,26
George Berkeley,M,1685,82.66872228827599,25
Heinz Guderian,M,1888,82.65976883495583,27
Modest Mussorgsky,M,1839,82.65937568504707,27
John Dewey,M,1859,82.65748056756254,27
Salvador Allende,M,1908,82.65091521937285,28
Pope Adrian VI,M,1459,82.64990544155171,23
Antoninus Pius,M,86,82.64721671892408,9
Recep Tayyip Erdoğan,M,1954,82.64677885279853,28
Karl Lagerfeld,M,1933,82.63973663642405,28
Maurice Maeterlinck,M,1862,82.62669064758767,27
Ludwig Feuerbach,M,1804,82.62527223642793,27
Catherine of Alexandria,F,287,82.62192426585602,11
Hulagu Khan,M,1217,82.61957072489497,21
Erich Maria Remarque,M,1898,82.61942518931,27
A. P. J. Abdul Kalam,M,1931,82.613671774688,28
Selma Lagerlöf,F,1858,82.61240413136137,27
Sergei Rachmaninoff,M,1873,82.59574432671761,27
"Leopold II, Holy Roman Emperor",M,1747,82.59537509749285,26
Louis XVIII of France,M,1755,82.57810104059656,26
Charles I of Austria,M,1887,82.57712379398896,27
André Gide,M,1869,82.5680339605376,27
Rudolf Steiner,M,1861,82.56730737329075,27
Simon the Zealot,M,1,82.56477657130083,9
Pope Benedict XV,M,1854,82.55713600195993,27
Ivan Turgenev,M,1818,82.55627529232783,27
Salman of Saudi Arabia,M,1935,82.55358558274796,28
Lucius Tarquinius Superbus,M,-600,82.53962808132982,3
Rudolf Diesel,M,1858,82.52447249169946,27
Suleiman II,M,1642,82.51689926869159,25
Bernard of Clairvaux,M,1090,82.512792763583235,19
Harald V of Norway,M,1937,82.51238719698452,28
Ferdinand II of Aragon,M,1452,82.50856065347772,23
"Leopold I, Holy Roman Emperor",M,1640,82.508185942587,25
Elizabeth Taylor,F,1932,82.5039089456295,28
"Christina, Queen of Sweden",F,1626,82.49585734842681,25
Arius,M,256,82.49393686577264,11
Enrico Fermi,M,1901,82.490006214354,28
Edmund Husserl,M,1859,82.4899786829737,27
Basil of Caesarea,M,329,82.47448591782005,12
Srinivasa Ramanujan,M,1887,82.4671734130378,27
Charles IX of France,M,1550,82.46523419091581,24
Mahmud II,M,1785,82.46336485543027,26
Lech Wałęsa,M,1943,82.45973036308548,28
Ibn al-Haytham,M,965,82.44843467064838,18
"Marie Louise, Duchess of Parma",F,1791,82.43985891210528,26
Erich von Manstein,M,1887,82.42289346393679,27
Sulla,M,-138,82.42266760995093,7
Joe Biden,M,1942,82.42095118900629,28
Olof Palme,M,1927,82.41791917208711,28
Pope Leo X,M,1475,82.41244029759143,23
Richard Strauss,M,1864,82.41002055879376,27
Herbert Spencer,M,1820,82.39562083408802,27
Girolamo Savonarola,M,1452,82.39542031133584,23
Nicholas I of Russia,M,1796,82.39318249004023,26
Salome,F,14,82.3927715919548,9
Guy Fawkes,M,1570,82.38797021475477,24
Miyamoto Musashi,M,1584,82.38703892538227,24
Mark the Evangelist,M,10,82.38448986836687,9
Rainer Maria Rilke,M,1875,82.38219860361457,27
Dustin Hoffman,M,1937,82.3728817414938,28
Konrad Adenauer,M,1876,82.36935905118375,27
Mehmed I,M,1386,82.36559625777176,22
Michael Collins,M,1930,82.35819920522226,28
Philip II of France,M,1165,82.35382641462829,20
Nikolai Rimsky-Korsakov,M,1844,82.3451762314757,27
Saint Lucy,F,283,82.338294290745,11
Charles the Bald,M,823,82.33720338772771,17
Enver Hoxha,M,1908,82.33360497723335,28
Camille Saint-Saëns,M,1835,82.33121480120114,27
Paulo Coelho,M,1947,82.32249229539981,28
Albert Schweitzer,M,1875,82.32188591842602,27
Louis XII of France,M,1462,82.3176311385546,23
Paul Verlaine,M,1844,82.31594986280079,27
Alexander III of Russia,M,1845,82.30710197760133,27
Aleksandr Solzhenitsyn,M,1918,82.2984052241719,28
Paul I of Russia,M,1754,82.2945417853083,26
Jacqueline Kennedy Onassis,F,1929,82.29393826726314,28
Godfrey of Bouillon,M,1060,82.2936580214814,19
Heinrich Schliemann,M,1822,82.29138086979222,27
Andreas Vesalius,M,1514,82.29135529836779,24
Václav Havel,M,1936,82.28953775203385,28
Louis Braille,M,1809,82.28749688993464,27
Jean Sibelius,M,1865,82.28098975135067,27
Mehmed VI,M,1861,82.27153667835285,27
George Sand,F,1804,82.26406699382035,27
Caspar David Friedrich,M,1774,82.26019094159466,26
Prince Eugene of Savoy,M,1663,82.25962243964547,25
Pope Boniface VIII,M,1235,82.25597363075158,21
Charles VII of France,M,1403,82.25160293908273,23
"Ferdinand II, Holy Roman Emperor",M,1578,82.24773347391537,24
Pargalı Ibrahim Pasha,M,1493,82.24197839730226,23
Ip Man,M,1893,82.23738666610544,27
Claudio Monteverdi,M,1567,82.23505416735281,24
"Francis I, Holy Roman Emperor",M,1708,82.2255838489346,26
Paul Klee,M,1879,82.22542583996037,27
Georges Danton,M,1759,82.22165026299092,26
Edward III of England,M,1312,82.21547214993741,22
Edward I of England,M,1239,82.2085681349973,21
Pyrrhus of Epirus,M,-318,82.19943730725423,5
Béla Bartók,M,1881,82.19921894726635,27
Hasan ibn Ali,M,624,82.19126205286672,15
François Villon,M,1431,82.18704259304324,23
Oleg of Novgorod,M,900,82.1807290427417,18
Prince Henry the Navigator,M,1394,82.17660306825105,22
Ramakrishna,M,1836,82.16770766110714,27
Nicolas Flamel,M,1330,82.16733193576738,22
Patrick Swayze,M,1952,82.16585049473844,28
Joseph Fourier,M,1768,82.1629091119986,26
Vladimir Nabokov,M,1899,82.15809811903925,27
Grand Duchess Anastasia Nikolaevna of Russia,F,1901,82.15729679573357,28
Frank Sinatra,M,1915,82.15287067591991,28
Leopold II of Belgium,M,1835,82.1475346727365,27
Robert Boyle,M,1627,82.13477045004035,25
Georgy Zhukov,M,1896,82.12832800351859,27
Romy Schneider,F,1938,82.12705470779342,28
Ariel Sharon,M,1928,82.12644704146037,28
Karl Jaspers,M,1883,82.12628891895191,27
Yuri Andropov,M,1914,82.11140758220367,28
Antonio Gramsci,M,1891,82.10935942320613,27
Theodore Roosevelt,M,1858,82.10168845705039,27
Leonard Cohen,M,1934,82.10045563875839,28
Yitzhak Rabin,M,1922,82.09699325821468,28
Ptolemy I Soter,M,-367,82.09338213845844,5
John Dee,M,1527,82.0861443634342,24
William of Ockham,M,1285,82.08282896711648,21
Terence Hill,M,1939,82.07602928709571,28
Egon Schiele,M,1890,82.07031658493918,27
Johnny Cash,M,1932,82.06823082971165,28
John von Neumann,M,1903,82.04769021993486,28
Charles XII of Sweden,M,1682,82.04244724877903,25
Beatrix of the Netherlands,F,1938,82.03675921740229,28
Madame de Pompadour,F,1721,82.03190534734166,26
Harold Harefoot,M,1016,82.02689848201585,19
Martin Bormann,M,1900,82.01860904473571,28
Wilhelm Keitel,M,1882,82.01490095155594,27
Pope Pius II,M,1405,82.00345599166552,23
Kazimir Malevich,M,1879,82.00154367138826,27
James Dean,M,1931,82.00066907958274,28
Jean-Paul Marat,M,1743,81.99665282611265,26
Cleisthenes,M,-565,81.9959275665401,3
Eusébio,M,1942,81.9953158597282,28
Alfredo Di Stéfano,M,1926,81.98780595547069,28
George IV of the United Kingdom,M,1762,81.98579252146378,26
Jacques Lacan,M,1901,81.98324444332174,28
Lev Vygotsky,M,1896,81.98254651499614,27
Philippe Pétain,M,1856,81.98253988390424,27
Samuel Beckett,M,1906,81.98122513456158,28
Anatole France,M,1844,81.97182103667852,27
Teresa of Ávila,F,1515,81.97035913244339,24
Pope Pius III,M,1439,81.94993413867927,23
Gaius Marius,M,-157,81.94678556746703,7
Andrea del Verrocchio,M,1435,81.94607032754696,23
Johann Strauss I,M,1804,81.94382467368976,27
Jürgen Habermas,M,1929,81.93947067422222,28
Babur,M,1483,81.93801271373077,23
Louis XVII of France,M,1785,81.93628747744917,26
Pope Pius VII,M,1742,81.93228169039338,26
Bob Dylan,M,1941,81.92482162459629,28
Friedrich Paulus,M,1890,81.91585248387918,27
Alexandre Dumas fils,M,1824,81.91457757258611,27
Georges Braque,M,1882,81.91216070969006,27
Matthias Corvinus,M,1443,81.90466557922143,23
Camille Pissarro,M,1830,81.89052407538313,27
Jimi Hendrix,M,1942,81.88719856731987,28
Oda Nobunaga,M,1534,81.88350244497849,24
Fra Angelico,M,1400,81.8693036846888,23
Clara Zetkin,F,1857,81.8670704047835,27
António de Oliveira Salazar,M,1889,81.86624471929878,27
Friedrich Wilhelm Joseph Schelling,M,1775,81.86046001860565,26
Saint Dominic,M,1170,81.85707968048578,20
Debbie Reynolds,F,1932,81.85271356437941,28
Andrea Palladio,M,1508,81.84808629294834,24
Ingvar Kamprad,M,1926,81.84650740969698,28
Pope Clement V,M,1264,81.83776072031509,21
George Soros,M,1930,81.83763176888027,28
Jean-Baptiste Lully,M,1632,81.83058843104672,25
Pierre Bourdieu,M,1930,81.82862762718521,28
Edward V of England,M,1470,81.82762569445835,23
Pompey,M,-106,81.82472628836774,7
Tina Turner,F,1939,81.82395370926493,28
Elagabalus,M,203,81.81386191971266,11
Saint Lawrence,M,225,81.80877353800231,11
Charles Babbage,M,1791,81.8068162222096,26
Wu Zetian,F,624,81.80633142765562,15
Esther,F,-600,81.80609809313044,3
Ismail I,M,1487,81.80262567137838,23
Johann Heinrich Pestalozzi,M,1746,81.8019448651002,26
Pope Gregory XVI,M,1765,81.79826702369586,26
Rosa Parks,F,1913,81.77281958519931,28
Jean le Rond d'Alembert,M,1717,81.7711111849204,26
Julian,M,331,81.76504290355031,12
Jeremy Bentham,M,1748,81.76494293756869,26
Jean Cocteau,M,1889,81.75762856004245,27
Henry David Thoreau,M,1817,81.75614651006971,27
Jean de La Fontaine,M,1621,81.75369897329998,25
Jabir ibn Hayyan,M,721,81.75125840454261,16
Cesare Borgia,M,1475,81.74846723075467,23
Franz Beckenbauer,M,1945,81.74768281120555,28
"Philippe I, Duke of Orléans",M,1640,81.74741422830067,25
Anaxagoras,M,-500,81.74546382550557,4
Louis Daguerre,M,1787,81.74077213047582,26
Pierre Curie,M,1859,81.73673039105365,27
Hero of Alexandria,M,10,81.73182768219742,9
Saint Sebastian,M,300,81.72606961958799,12
Jean-François Champollion,M,1790,81.71866883267973,26
Meryl Streep,F,1949,81.70787151256728,28
Sergei Eisenstein,M,1898,81.701696552840545,27
Hafez,M,1325,81.69923899025484,22
Roger Bacon,M,1220,81.69717513409473,21
Diophantus,M,201,81.69443386942348,11
Golda Meir,F,1898,81.68441466265794,27
Edward II of England,M,1284,81.67623475948466,21
Lee Kuan Yew,M,1923,81.67262742492028,28
Simo Häyhä,M,1905,81.66961941619508,28
Pope Clement I,M,40,81.66558877382312,9
Valentina Tereshkova,F,1937,81.6651709412928,28
Bill Clinton,M,1946,81.6572721909107,28
Claude Lévi-Strauss,M,1908,81.65317072825766,28
Herod Antipas,M,-20,81.65141292544199,8
Tomaso Albinoni,M,1671,81.6505901914495,25
Jacques Chirac,M,1932,81.65016792700891,28
Pope Urban VIII,M,1568,81.6466865662122,24
Charles VIII of France,M,1470,81.64541950903133,23
Federico García Lorca,M,1898,81.64292228008067,27
Gerd Müller,M,1945,81.64263007904118,28
Eva Perón,F,1919,81.64023022449125,28
Pope Urban VII,M,1521,81.63995487880096,24
Xi Jinping,M,1953,81.63730539551702,28
Stan Lee,M,1922,81.63225710253889,28
Alexander II of Russia,M,1818,81.6313608031446,27
Pope Pius V,M,1504,81.63064944943488,24
Plautus,M,-254,81.62826513070827,6
Myron,M,-500,81.62801247298894,4
Vercingetorix,M,-80,81.62226646432556,8
Ratko Mladić,M,1942,81.60145054097124,28
William Harvey,M,1578,81.59073954920112,24
Clare of Assisi,F,1193,81.57544857752208,20
Victor Emmanuel II of Italy,M,1820,81.57366146018082,27
Epictetus,M,50,81.57113684025674,9
Alfred Dreyfus,M,1859,81.56753421074772,27
Nerva,M,30,81.56527917790996,9
Claudia Cardinale,F,1938,81.56152409034338,28
Donato Bramante,M,1443,81.56118650271938,23
Albert Speer,M,1905,81.55904102735462,28
Croesus,M,-596,81.55855197667384,3
Sejong the Great,M,1397,81.5486754503799,22
Sergio Leone,M,1929,81.54265151352942,28
David Hilbert,M,1862,81.54184888476584,27
Ringo Starr,M,1940,81.5378935397138,28
Zeno of Citium,M,-334,81.5321960514933,5
Anthony van Dyck,M,1599,81.53122002235376,24
Jean-François Millet,M,1814,81.5283731403657,27
"Rudolf II, Holy Roman Emperor",M,1552,81.5249451333453,24
Cardinal Mazarin,M,1602,81.52475531472393,25
Konstantin Chernenko,M,1911,81.52412025108524,28
Charles VI of France,M,1368,81.51954804634832,22
Daniel Bernoulli,M,1700,81.51598795242509,26
Anthony Quinn,M,1915,81.51479864236256,28
Muhammad ibn Zakariya al-Razi,M,865,81.51283625887024,17
Pope Sylvester I,M,300,81.51085655195367,12
Elizabeth of Russia,F,1709,81.51083397959793,26
Charles Bronson,M,1921,81.50009258478806,28
